index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
23274,4.136E+15,5.013E+15,식품,음료,5
23275,4.137E+15,5.011E+15,식품,음료,3
23276,4.137E+15,5.011E+15,식품,음료,3
23277,4.141E+15,5.011E+15,디지털/가전,기타디지털/가전,4
23278,4.141E+15,5.011E+15,식품,건강식품,3
23279,4.141E+15,5.011E+15,식품,가공식품,3
23280,4.141E+15,5.011E+15,식품,음료,3
23281,4.1461E+15,5.011E+15,여행/문화,문화컨텐츠,4
23282,4.1461E+15,5.011E+15,생활/건강,문구/사무용품,4
23283,4.1461E+15,5.011E+15,생활/건강,주방용품,12
23284,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,3
23285,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,5
23286,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
23287,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
23288,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,9
23289,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,3
23290,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,5
23291,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,3
23292,4.148E+15,5.011E+15,생활/건강,반려동물,8
23293,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,5
23294,4.148E+15,5.011E+15,생활/건강,반려동물,3
23295,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
23296,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,6
23297,4.148E+15,5.013E+15,생활/건강,음반,5
23298,4.15E+15,5.011E+15,식품,음료,11
23299,4.15E+15,5.011E+15,식품,음료,3
23300,4.15E+15,5.011E+15,식품,음료,3
23301,4.15E+15,5.011E+15,식품,건강식품,4
23302,4.155E+15,5.013E+15,식품,음료,3
23303,4.159E+15,5.011E+15,식품,냉동/간편조리식품,3
23304,4.159E+15,5.011E+15,생활/건강,건강용품,20
23305,4.161E+15,5.011E+15,식품,농산물,3
23306,4.3113E+15,5.011E+15,생활/건강,생활용품,22
23307,4.3113E+15,5.011E+15,식품,가공식품,3
23308,4.313E+15,5.011E+15,식품,과자,4
23309,4.415E+15,5.011E+15,생활/건강,반려동물,4
23310,4.418E+15,5.013E+15,식품,수산,3
23311,4.427E+15,5.011E+15,식품,건강식품,4
23312,4.427E+15,5.011E+15,식품,건강식품,3
23313,4.427E+15,5.011E+15,식품,건강식품,3
23314,4.681E+15,5.011E+15,식품,수산,5
23315,4.687E+15,5.011E+15,식품,수산,3
23316,4.688E+15,5.011E+15,식품,음료,3
23317,4.725E+15,5.011E+15,식품,냉동/간편조리식품,3
23318,4.8121E+15,5.011E+15,식품,기타식품,3
23319,5.011E+15,1.111E+15,식품,농산물,4
23320,5.011E+15,1.123E+15,식품,농산물,3
23321,5.011E+15,1.126E+15,식품,농산물,4
23322,5.011E+15,1.126E+15,식품,농산물,4
23323,5.011E+15,1.129E+15,식품,농산물,3
23324,5.011E+15,1.132E+15,식품,농산물,3
23325,5.011E+15,1.165E+15,식품,농산물,4
23326,5.011E+15,1.171E+15,식품,농산물,5
23327,5.011E+15,1.171E+15,식품,농산물,4
23328,5.011E+15,2.623E+15,식품,농산물,3
23329,5.011E+15,2.635E+15,식품,농산물,4
23330,5.011E+15,2.644E+15,식품,농산물,6
23331,5.011E+15,2.714E+15,식품,농산물,3
23332,5.011E+15,2.817E+15,식품,농산물,3
23333,5.011E+15,2.817E+15,식품,농산물,4
23334,5.011E+15,2.817E+15,식품,농산물,4
23335,5.011E+15,2.826E+15,식품,농산물,4
23336,5.011E+15,2.917E+15,식품,농산물,4
23337,5.011E+15,2.92E+15,식품,농산물,3
23338,5.011E+15,3.611E+15,식품,농산물,3
23339,5.011E+15,4.1135E+15,식품,농산물,3
23340,5.011E+15,4.1173E+15,식품,농산물,8
23341,5.011E+15,4.1271E+15,식품,농산물,3
23342,5.011E+15,4.1281E+15,식품,농산물,3
23343,5.011E+15,4.1285E+15,식품,농산물,4
23344,5.011E+15,4.1287E+15,식품,농산물,5
23345,5.011E+15,4.131E+15,식품,농산물,3
23346,5.011E+15,4.139E+15,식품,농산물,3
23347,5.011E+15,4.148E+15,식품,농산물,3
23348,5.011E+15,4.161E+15,식품,농산물,5
23349,5.011E+15,4.773E+15,식품,농산물,4
23350,5.011E+15,4.793E+15,식품,농산물,3
23351,5.011E+15,4.831E+15,식품,농산물,3
23352,5.011E+15,4.141E+15,식품,가공식품,3
23353,5.011E+15,1.141E+15,식품,농산물,3
23354,5.011E+15,1.156E+15,식품,농산물,4
23355,5.011E+15,1.171E+15,식품,농산물,3
23356,5.011E+15,2.8185E+15,식품,농산물,8
23357,5.011E+15,4.1111E+15,식품,농산물,3
23358,5.011E+15,4.1199E+15,식품,농산물,8
23359,5.011E+15,4.678E+15,식품,수산,3
23360,5.011E+15,4.4131E+15,식품,농산물,5
23361,5.011E+15,4.5111E+15,식품,농산물,3
23362,5.011E+15,4.157E+15,식품,농산물,3
23363,5.011E+15,4.678E+15,식품,수산,9
23364,5.011E+15,2.623E+15,식품,농산물,3
23365,5.011E+15,2.623E+15,식품,농산물,3
23366,5.011E+15,2.82E+15,식품,농산물,3
23367,5.011E+15,4.121E+15,식품,가공식품,3
23368,5.011E+15,4.159E+15,식품,농산물,4
23369,5.011E+15,4.3113E+15,식품,농산물,9
23370,5.011E+15,4.689E+15,식품,농산물,4
23371,5.011E+15,4.833E+15,식품,기타식품,8
23372,5.011E+15,3.611E+15,식품,수산,3
23373,5.011E+15,1.156E+15,식품,농산물,5
23374,5.011E+15,4.7111E+15,식품,농산물,8
23375,5.011E+15,4.721E+15,식품,수산,15
23376,5.011E+15,4.719E+15,식품,기타식품,5
23377,5.011E+15,1.147E+15,식품,농산물,7
23378,5.011E+15,4.427E+15,식품,농산물,4
23379,5.011E+15,1.168E+15,식품,농산물,3
23380,5.011E+15,4.371E+15,식품,축산,9
23381,5.011E+15,4.136E+15,식품,농산물,3
23382,5.011E+15,4.211E+15,식품,농산물,4
23383,5.011E+15,3.014E+15,식품,농산물,6
23384,5.011E+15,2.72E+15,식품,수산,3
23385,5.011E+15,4.161E+15,식품,수산,3
23386,5.011E+15,4.514E+15,식품,수산,3
23387,5.011E+15,4.145E+15,식품,축산,12
23388,5.011E+15,3.12E+15,식품,농산물,3
23389,5.011E+15,4.1135E+15,식품,음료,5
23390,5.011E+15,4.427E+15,식품,농산물,5
23391,5.011E+15,1.156E+15,식품,농산물,3
23392,5.011E+15,1.126E+15,식품,농산물,3
23393,5.011E+15,2.826E+15,식품,수산,4
23394,5.011E+15,4.617E+15,식품,축산,3
23395,5.011E+15,1.162E+15,식품,기타식품,3
23396,5.011E+15,2.626E+15,식품,음료,3
23397,5.011E+15,2.8245E+15,식품,기타식품,6
23398,5.011E+15,4.139E+15,식품,음료,3
23399,5.011E+15,4.125E+15,식품,기타식품,4
23400,5.011E+15,4.213E+15,식품,기타식품,3
23401,5.011E+15,4.679E+15,식품,농산물,3
23402,5.011E+15,1.138E+15,식품,농산물,3
23403,5.011E+15,1.171E+15,식품,농산물,4
23404,5.011E+15,2.9155E+15,식품,농산물,4
23405,5.011E+15,4.145E+15,식품,농산물,6
23406,5.011E+15,4.157E+15,식품,농산물,3
23407,5.011E+15,3.611E+15,식품,수산,3
23408,5.011E+15,1.171E+15,식품,기타식품,3
23409,5.011E+15,4.425E+15,식품,농산물,20
23410,5.011E+15,4.1111E+15,식품,음료,5
23411,5.011E+15,4.157E+15,식품,농산물,13
23412,5.011E+15,1.117E+15,식품,농산물,6
23413,5.011E+15,4.717E+15,식품,농산물,3
23414,5.011E+15,2.717E+15,식품,농산물,3
23415,5.011E+15,1.1215E+15,식품,건강식품,10
23416,5.011E+15,4.163E+15,식품,농산물,27
23417,5.011E+15,1.156E+15,생활/건강,음반,3
23418,5.011E+15,1.165E+15,생활/건강,음반,3
23419,5.011E+15,1.165E+15,생활/건강,음반,4
23420,5.011E+15,2.92E+15,생활/건강,음반,3
23421,5.011E+15,4.1195E+15,생활/건강,음반,3
23422,5.011E+15,4.3113E+15,생활/건강,음반,3
23423,5.011E+15,2.635E+15,식품,농산물,3
23424,5.011E+15,2.647E+15,식품,농산물,4
23425,5.011E+15,4.1465E+15,식품,농산물,3
23426,5.011E+15,4.427E+15,식품,농산물,3
23427,5.011E+15,4.678E+15,식품,농산물,25
23428,5.011E+15,4.7113E+15,식품,농산물,3
23429,5.011E+15,1.144E+15,식품,농산물,3
23430,5.011E+15,2.92E+15,식품,농산물,4
23431,5.011E+15,2.714E+15,식품,농산물,3
23432,5.011E+15,4.825E+15,식품,기타식품,5
23433,5.013E+15,4.136E+15,식품,농산물,3
23434,5.013E+15,4.1135E+15,식품,농산물,3
23435,5.013E+15,1.153E+15,식품,농산물,4
23436,5.013E+15,4.776E+15,식품,농산물,8
23437,5.013E+15,4.1115E+15,식품,농산물,3
23438,5.013E+15,1.15E+15,식품,농산물,3
23439,5.013E+15,4.1133E+15,식품,농산물,3
23440,5.013E+15,4.477E+15,식품,농산물,6
23441,5.013E+15,4.717E+15,식품,농산물,30
23442,5.013E+15,4.7113E+15,식품,농산물,3
23443,5.013E+15,4.136E+15,식품,농산물,11
23444,5.013E+15,4.48E+15,식품,농산물,3
23445,5.013E+15,2.62E+15,식품,농산물,3
23446,5.013E+15,4.115E+15,식품,농산물,3
23447,5.013E+15,4.1273E+15,식품,농산물,21
23448,5.013E+15,4.371E+15,식품,농산물,4
23449,5.013E+15,1.111E+15,식품,농산물,5
23450,5.013E+15,1.117E+15,식품,농산물,4
23451,5.013E+15,1.1215E+15,식품,농산물,3
23452,5.013E+15,1.129E+15,식품,농산물,7
23453,5.013E+15,1.135E+15,식품,농산물,3
23454,5.013E+15,1.135E+15,식품,농산물,3
23455,5.013E+15,1.138E+15,식품,농산물,3
23456,5.013E+15,1.144E+15,식품,농산물,3
23457,5.013E+15,1.15E+15,식품,농산물,3
23458,5.013E+15,1.153E+15,식품,농산물,3
23459,5.013E+15,1.153E+15,식품,농산물,3
23460,5.013E+15,1.165E+15,식품,농산물,3
23461,5.013E+15,2.623E+15,식품,농산물,3
23462,5.013E+15,2.635E+15,식품,농산물,6
23463,5.013E+15,2.635E+15,식품,농산물,5
23464,5.013E+15,2.911E+15,식품,농산물,4
23465,5.013E+15,2.911E+15,식품,농산물,3
23466,5.013E+15,2.914E+15,식품,농산물,3
23467,5.013E+15,2.914E+15,식품,농산물,3
23468,5.013E+15,4.1111E+15,식품,농산물,4
23469,5.013E+15,4.1135E+15,식품,농산물,3
23470,5.013E+15,4.121E+15,식품,농산물,3
23471,5.013E+15,4.1271E+15,식품,농산물,3
23472,5.013E+15,4.1285E+15,식품,농산물,4
23473,5.013E+15,4.4131E+15,식품,농산물,4
23474,5.013E+15,4.825E+15,식품,농산물,3
23475,5.013E+15,4.827E+15,식품,농산물,3
23476,5.013E+15,1.168E+15,식품,농산물,3
23477,5.013E+15,4.115E+15,식품,농산물,3
23478,5.013E+15,4.4133E+15,식품,농산물,4
23479,5.013E+15,1.1305E+15,식품,농산물,3
23480,5.013E+15,1.141E+15,식품,농산물,4
23481,5.013E+15,2.8237E+15,식품,농산물,3
23482,5.013E+15,4.68E+15,식품,농산물,3
23483,5.013E+15,2.632E+15,식품,농산물,5
23484,5.013E+15,2.641E+15,식품,농산물,3
23485,5.013E+15,4.115E+15,식품,농산물,4
23486,5.013E+15,4.161E+15,식품,농산물,3
23487,5.013E+15,1.129E+15,식품,농산물,8
23488,5.013E+15,1.159E+15,식품,농산물,3
23489,5.013E+15,4.136E+15,식품,농산물,3
23490,5.013E+15,1.147E+15,식품,농산물,3
23491,5.013E+15,1.141E+15,식품,농산물,6
23492,5.013E+15,1.165E+15,식품,농산물,3
23493,5.013E+15,4.1273E+15,식품,농산물,3
23494,5.013E+15,4.476E+15,식품,농산물,3
23495,5.013E+15,4.481E+15,식품,농산물,3
23496,5.013E+15,4.513E+15,식품,농산물,3
23497,5.013E+15,4.615E+15,식품,농산물,4
23498,5.013E+15,4.833E+15,식품,농산물,3
23499,5.013E+15,4.1273E+15,식품,농산물,3
23500,5.013E+15,1.15E+15,식품,농산물,15
23501,5.013E+15,2.914E+15,식품,농산물,5
23502,5.013E+15,4.4133E+15,식품,농산물,5
23503,5.013E+15,4.1285E+15,식품,농산물,3
23504,5.013E+15,1.156E+15,식품,농산물,5
23505,5.013E+15,4.272E+15,식품,농산물,3
23506,5.013E+15,4.48E+15,식품,농산물,3
23507,5.013E+15,4.519E+15,식품,농산물,3
23508,5.013E+15,4.775E+15,식품,농산물,3
23509,5.013E+15,4.822E+15,식품,농산물,3
23510,5.013E+15,4.825E+15,식품,농산물,3
23511,5.013E+15,1.138E+15,식품,농산물,3
23512,5.013E+15,1.147E+15,식품,농산물,3
23513,5.013E+15,4.122E+15,식품,농산물,3
23514,5.013E+15,4.1281E+15,식품,농산물,3
23515,5.013E+15,4.1281E+15,식품,농산물,3
23516,5.013E+15,4.4133E+15,식품,농산물,3
23517,5.013E+15,2.629E+15,식품,농산물,3
23518,5.013E+15,1.12E+15,식품,농산물,3
23519,5.013E+15,1.153E+15,식품,농산물,3
23520,5.013E+15,2.653E+15,식품,농산물,3
23521,5.013E+15,2.711E+15,식품,농산물,3
23522,5.013E+15,2.714E+15,식품,농산물,3
23523,5.013E+15,2.82E+15,식품,농산물,8
23524,5.013E+15,2.82E+15,식품,농산물,3
23525,5.013E+15,4.1131E+15,식품,농산물,3
23526,5.013E+15,4.1287E+15,식품,농산물,3
23527,5.013E+15,4.148E+15,식품,농산물,3
23528,5.013E+15,4.157E+15,식품,농산물,3
23529,5.013E+15,4.4133E+15,식품,농산물,5
23530,5.013E+15,4.418E+15,식품,농산물,6
23531,5.013E+15,4.427E+15,식품,농산물,7
23532,5.013E+15,2.826E+15,식품,농산물,3
23533,5.013E+15,4.418E+15,식품,농산물,3
23534,5.013E+15,4.131E+15,식품,농산물,4
23535,5.013E+15,4.1273E+15,식품,농산물,3
23536,5.013E+15,1.171E+15,식품,농산물,10
23537,5.013E+15,4.159E+15,식품,농산물,15
23538,5.013E+15,1.123E+15,식품,농산물,3
23539,5.013E+15,1.1305E+15,식품,농산물,4
23540,5.013E+15,1.138E+15,식품,농산물,3
23541,5.013E+15,3.017E+15,식품,농산물,4
23542,5.013E+15,4.3113E+15,식품,농산물,5
23543,5.013E+15,4.613E+15,식품,농산물,3
23544,5.013E+15,4.1195E+15,식품,농산물,7
23545,5.013E+15,2.9155E+15,식품,농산물,3
23546,5.013E+15,4.276E+15,식품,농산물,5
23547,5.013E+15,4.1135E+15,식품,농산물,3
23548,5.013E+15,2.635E+15,식품,농산물,3
23549,5.013E+15,4.613E+15,식품,기타식품,3
23550,5.013E+15,4.3113E+15,식품,농산물,5
23551,5.013E+15,4.215E+15,식품,농산물,3
23552,5.013E+15,4.3111E+15,식품,농산물,4
23553,5.013E+15,2.917E+15,식품,농산물,3
23554,5.013E+15,4.213E+15,식품,농산물,4
23555,5.013E+15,3.114E+15,식품,농산물,4
23556,5.013E+15,5.011E+15,식품,농산물,3
23557,5.013E+15,4.519E+15,식품,농산물,3
23558,5.013E+15,2.8245E+15,식품,농산물,3
23559,5.013E+15,4.719E+15,식품,농산물,3
23560,5.013E+15,2.671E+15,식품,농산물,3
23561,5.013E+15,4.1197E+15,식품,농산물,3
23562,5.013E+15,1.156E+15,식품,농산물,4
23563,5.013E+15,4.5113E+15,식품,농산물,3
23564,5.013E+15,1.156E+15,식품,농산물,3
23565,1.111E+15,5.011E+15,생활/건강,주방용품,10
23566,1.114E+15,5.011E+15,식품,가공식품,42
23567,1.126E+15,5.013E+15,식품,기타식품,3
23568,1.129E+15,5.011E+15,패션의류,상의,3
23569,1.153E+15,5.011E+15,식품,가공식품,3
23570,1.153E+15,5.013E+15,식품,가공식품,8
23571,2.723E+15,5.011E+15,식품,냉동/간편조리식품,3
23572,2.811E+15,5.011E+15,식품,기타식품,5
23573,2.826E+15,5.011E+15,식품,건강식품,3
23574,3.171E+15,5.011E+15,식품,건강식품,3
23575,3.171E+15,5.011E+15,패션의류,기타패션의류,5
23576,4.1173E+15,5.011E+15,패션의류,기타패션의류,105
23577,4.122E+15,5.013E+15,식품,건강식품,3
23578,4.1281E+15,5.011E+15,식품,농산물,7
23579,4.1285E+15,5.011E+15,생활/건강,주방용품,3
23580,4.1285E+15,5.011E+15,식품,과자,4
23581,4.136E+15,5.011E+15,생활/건강,생활용품,4
23582,4.136E+15,5.013E+15,식품,음료,4
23583,4.136E+15,5.013E+15,식품,농산물,3
23584,4.139E+15,5.011E+15,식품,농산물,3
23585,4.141E+15,5.013E+15,식품,가공식품,3
23586,4.141E+15,5.011E+15,화장품/미용,스킨케어,3
23587,4.141E+15,5.011E+15,생활/건강,건강용품,3
23588,4.141E+15,5.013E+15,패션의류,상의,3
23589,4.1461E+15,5.011E+15,생활/건강,문구/사무용품,13
23590,4.1461E+15,5.011E+15,화장품/미용,스킨케어,3
23591,4.1461E+15,5.011E+15,생활/건강,건강용품,15
23592,4.148E+15,5.011E+15,식품,과자,6
23593,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,5
23594,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,7
23595,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
23596,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
23597,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,3
23598,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,4
23599,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,4
23600,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
23601,4.148E+15,5.011E+15,생활/건강,음반,3
23602,4.15E+15,5.011E+15,생활/건강,반려동물,3
23603,4.15E+15,5.011E+15,식품,건강식품,4
23604,4.155E+15,5.011E+15,생활/건강,건강용품,3
23605,4.155E+15,5.011E+15,생활/건강,반려동물,3
23606,4.157E+15,5.011E+15,생활/건강,생활용품,4
23607,4.157E+15,5.013E+15,식품,음료,4
23608,4.159E+15,5.013E+15,생활/건강,주방용품,10
23609,4.159E+15,5.011E+15,식품,과자,3
23610,4.159E+15,5.011E+15,식품,냉동/간편조리식품,8
23611,4.159E+15,5.011E+15,생활/건강,생활용품,3
23612,4.213E+15,5.011E+15,식품,음료,6
23613,4.215E+15,5.011E+15,식품,기타식품,3
23614,4.313E+15,5.011E+15,식품,과자,3
23615,4.313E+15,5.011E+15,식품,과자,3
23616,4.4131E+15,5.013E+15,식품,농산물,3
23617,4.42E+15,5.013E+15,생활/건강,생활용품,4
23618,4.5113E+15,5.013E+15,생활/건강,주방용품,4
23619,4.617E+15,5.011E+15,식품,농산물,3
23620,4.719E+15,5.011E+15,식품,기타식품,5
23621,4.775E+15,5.011E+15,식품,농산물,4
23622,4.785E+15,5.011E+15,생활/건강,반려동물,5
23623,4.8125E+15,5.011E+15,식품,수산,4
23624,5.011E+15,1.114E+15,식품,농산물,4
23625,5.011E+15,1.117E+15,식품,농산물,4
23626,5.011E+15,1.117E+15,식품,농산물,4
23627,5.011E+15,1.126E+15,식품,농산물,3
23628,5.011E+15,1.1305E+15,식품,농산물,5
23629,5.011E+15,1.15E+15,식품,농산물,3
23630,5.011E+15,1.153E+15,식품,농산물,3
23631,5.011E+15,1.156E+15,식품,농산물,4
23632,5.011E+15,1.171E+15,식품,농산물,4
23633,5.011E+15,2.62E+15,식품,농산물,3
23634,5.011E+15,2.729E+15,식품,농산물,4
23635,5.011E+15,2.771E+15,식품,농산물,5
23636,5.011E+15,2.8185E+15,식품,농산물,3
23637,5.011E+15,2.8245E+15,식품,농산물,3
23638,5.011E+15,2.826E+15,식품,농산물,3
23639,5.011E+15,3.014E+15,식품,농산물,3
23640,5.011E+15,3.014E+15,식품,농산물,3
23641,5.011E+15,3.114E+15,식품,농산물,3
23642,5.011E+15,3.611E+15,식품,농산물,5
23643,5.011E+15,4.1173E+15,식품,농산물,4
23644,5.011E+15,4.121E+15,식품,농산물,4
23645,5.011E+15,4.122E+15,식품,농산물,3
23646,5.011E+15,4.1271E+15,식품,농산물,3
23647,5.011E+15,4.1285E+15,식품,농산물,3
23648,5.011E+15,4.1287E+15,식품,농산물,4
23649,5.011E+15,4.159E+15,식품,농산물,3
23650,5.011E+15,4.28E+15,식품,농산물,3
23651,5.011E+15,4.281E+15,식품,농산물,4
23652,5.011E+15,4.3113E+15,식품,농산물,4
23653,5.011E+15,4.371E+15,식품,농산물,3
23654,5.011E+15,4.4133E+15,식품,농산물,3
23655,5.011E+15,4.4133E+15,식품,농산물,3
23656,5.011E+15,4.418E+15,식품,농산물,5
23657,5.011E+15,4.476E+15,식품,농산물,5
23658,5.011E+15,4.4825E+15,식품,농산물,5
23659,5.011E+15,4.613E+15,식품,농산물,3
23660,5.011E+15,4.825E+15,식품,농산물,4
23661,5.011E+15,4.831E+15,식품,농산물,3
23662,5.011E+15,4.831E+15,식품,농산물,3
23663,5.011E+15,4.889E+15,식품,농산물,5
23664,5.011E+15,1.165E+15,식품,농산물,3
23665,5.011E+15,4.211E+15,식품,농산물,3
23666,5.011E+15,1.153E+15,식품,농산물,5
23667,5.011E+15,1.174E+15,식품,농산물,3
23668,5.011E+15,2.8185E+15,식품,농산물,3
23669,5.011E+15,3.12E+15,식품,농산물,3
23670,5.011E+15,4.1111E+15,식품,농산물,8
23671,5.011E+15,4.1273E+15,식품,농산물,4
23672,5.011E+15,4.1287E+15,식품,농산물,3
23673,5.011E+15,4.136E+15,식품,농산물,3
23674,5.011E+15,4.137E+15,식품,농산물,3
23675,5.011E+15,4.137E+15,식품,농산물,3
23676,5.011E+15,4.3113E+15,식품,농산물,7
23677,5.011E+15,4.4131E+15,식품,농산물,4
23678,5.011E+15,4.513E+15,식품,농산물,3
23679,5.011E+15,4.833E+15,식품,농산물,3
23680,5.011E+15,4.514E+15,식품,음료,4
23681,5.011E+15,2.714E+15,식품,농산물,3
23682,5.011E+15,1.153E+15,식품,농산물,5
23683,5.011E+15,4.136E+15,식품,농산물,3
23684,5.011E+15,4.148E+15,식품,가공식품,4
23685,5.011E+15,4.159E+15,식품,농산물,3
23686,5.011E+15,4.713E+15,식품,농산물,3
23687,5.011E+15,4.163E+15,식품,농산물,3
23688,5.011E+15,1.168E+15,식품,건강식품,10
23689,5.011E+15,1.117E+15,식품,수산,4
23690,5.011E+15,4.145E+15,식품,가공식품,6
23691,5.011E+15,3.114E+15,식품,농산물,3
23692,5.011E+15,1.174E+15,식품,축산,7
23693,5.011E+15,1.147E+15,식품,음료,5
23694,5.011E+15,1.1545E+15,식품,냉동/간편조리식품,14
23695,5.011E+15,1.141E+15,식품,가공식품,5
23696,5.011E+15,4.148E+15,식품,음료,3
23697,5.011E+15,1.144E+15,식품,수산,3
23698,5.011E+15,3.02E+15,식품,수산,3
23699,5.011E+15,1.129E+15,식품,농산물,3
23700,5.011E+15,1.165E+15,식품,음료,3
23701,5.011E+15,4.159E+15,식품,농산물,3
23702,5.011E+15,1.117E+15,식품,농산물,5
23703,5.011E+15,3.611E+15,식품,수산,3
23704,5.011E+15,1.144E+15,식품,음료,3
23705,5.011E+15,1.168E+15,식품,음료,3
23706,5.011E+15,4.131E+15,식품,농산물,3
23707,5.011E+15,4.1271E+15,식품,농산물,3
23708,5.011E+15,4.1461E+15,식품,냉동/간편조리식품,25
23709,5.011E+15,1.156E+15,식품,농산물,4
23710,5.011E+15,4.141E+15,식품,과자,5
23711,5.011E+15,4.4133E+15,식품,농산물,5
23712,5.011E+15,1.147E+15,식품,농산물,3
23713,5.011E+15,2.644E+15,식품,농산물,4
23714,5.011E+15,4.8125E+15,식품,농산물,4
23715,5.011E+15,2.647E+15,식품,기타식품,3
23716,5.011E+15,2.635E+15,식품,농산물,3
23717,5.011E+15,4.1117E+15,식품,농산물,4
23718,5.011E+15,4.715E+15,식품,농산물,3
23719,5.011E+15,1.132E+15,식품,수산,3
23720,5.011E+15,4.831E+15,식품,농산물,3
23721,5.011E+15,2.82E+15,식품,농산물,3
23722,5.011E+15,1.117E+15,식품,농산물,3
23723,5.011E+15,4.375E+15,식품,농산물,3
23724,5.011E+15,4.275E+15,식품,농산물,6
23725,5.011E+15,4.427E+15,식품,농산물,3
23726,5.011E+15,4.136E+15,식품,농산물,10
23727,5.011E+15,1.153E+15,생활/건강,음반,3
23728,5.011E+15,1.162E+15,생활/건강,음반,6
23729,5.011E+15,2.914E+15,생활/건강,음반,3
23730,5.011E+15,4.121E+15,생활/건강,음반,3
23731,5.011E+15,4.122E+15,생활/건강,음반,3
23732,5.011E+15,1.162E+15,식품,농산물,3
23733,5.011E+15,2.826E+15,식품,농산물,25
23734,5.011E+15,2.726E+15,식품,농산물,3
23735,5.011E+15,4.1271E+15,식품,농산물,3
23736,5.011E+15,4.5111E+15,식품,농산물,3
23737,5.011E+15,4.5111E+15,식품,농산물,3
23738,5.011E+15,1.174E+15,식품,농산물,3
23739,5.011E+15,4.223E+15,식품,농산물,10
23740,5.011E+15,1.15E+15,식품,농산물,3
23741,5.011E+15,2.726E+15,식품,음료,4
23742,5.011E+15,4.215E+15,식품,농산물,3
23743,5.011E+15,4.874E+15,식품,기타식품,4
23744,5.011E+15,4.273E+15,식품,농산물,10
23745,5.011E+15,1.153E+15,식품,농산물,4
23746,5.011E+15,4.514E+15,패션의류,기타패션의류,7
23747,5.011E+15,4.121E+15,식품,농산물,4
23748,5.013E+15,2.711E+15,식품,농산물,3
23749,5.013E+15,4.5113E+15,식품,농산물,3
23750,5.013E+15,4.1271E+15,식품,농산물,3
23751,5.013E+15,2.714E+15,식품,농산물,3
23752,5.013E+15,4.3745E+15,식품,농산물,7
23753,5.013E+15,2.917E+15,식품,농산물,3
23754,5.013E+15,4.125E+15,식품,농산물,3
23755,5.013E+15,1.138E+15,식품,농산물,6
23756,5.013E+15,1.117E+15,식품,농산물,3
23757,5.013E+15,1.12E+15,식품,농산물,3
23758,5.013E+15,1.135E+15,식품,농산물,3
23759,5.013E+15,1.156E+15,식품,농산물,4
23760,5.013E+15,1.156E+15,식품,농산물,3
23761,5.013E+15,2.644E+15,식품,농산물,4
23762,5.013E+15,2.771E+15,식품,농산물,6
23763,5.013E+15,3.02E+15,식품,농산물,13
23764,5.013E+15,3.023E+15,식품,농산물,3
23765,5.013E+15,3.111E+15,식품,농산물,3
23766,5.013E+15,3.171E+15,식품,농산물,3
23767,5.013E+15,4.1131E+15,식품,농산물,3
23768,5.013E+15,4.115E+15,식품,농산물,3
23769,5.013E+15,4.1271E+15,식품,농산물,3
23770,5.013E+15,4.1285E+15,식품,농산물,3
23771,5.013E+15,4.141E+15,식품,농산물,3
23772,5.013E+15,4.1461E+15,식품,농산물,3
23773,5.013E+15,1.1305E+15,식품,농산물,3
23774,5.013E+15,4.611E+15,식품,농산물,16
23775,5.013E+15,4.611E+15,식품,농산물,10
23776,5.013E+15,4.684E+15,식품,농산물,4
23777,5.013E+15,1.126E+15,식품,농산물,3
23778,5.013E+15,1.171E+15,식품,농산물,3
23779,5.013E+15,1.174E+15,식품,농산물,3
23780,5.013E+15,2.638E+15,식품,농산물,4
23781,5.013E+15,2.82E+15,식품,농산물,4
23782,5.013E+15,1.162E+15,식품,농산물,3
23783,5.013E+15,4.115E+15,식품,농산물,3
23784,5.013E+15,4.1117E+15,식품,농산물,3
23785,5.013E+15,1.111E+15,식품,농산물,3
23786,5.013E+15,2.644E+15,식품,농산물,11
23787,5.013E+15,3.014E+15,식품,농산물,5
23788,5.013E+15,4.1135E+15,식품,농산물,3
23789,5.013E+15,4.155E+15,식품,농산물,5
23790,5.013E+15,4.3113E+15,식품,농산물,4
23791,5.013E+15,4.211E+15,식품,농산물,3
